,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,sliding_rp_violation,sync_spike_2,sync_spike_4,sync_spike_8,firing_range,amplitude_cv_median,amplitude_cv_range,amplitude_cutoff,noise_cutoff,noise_ratio,amplitude_median,sd_ratio
84,58369,29.862167676479938,0.125,0.6007311286044907,4.410723079112026,23064,1.0,19741,,0.43963405232229436,0.020884373554455275,0.0,314.51,,,0.0,-0.12433861298832644,0.008468802897432421,132.79501342773438,0.3089655193218929
85,161,0.08236921989263599,0.125,1.3491565290355796,0.0,0,0.0,0,,0.43478260869565216,0.006211180124223602,0.0,0.6,,,,1.2227207372967173,0.07111111111111111,-307.7099914550781,1.2242241703082597
86,151,0.07725311927818655,0.09375,0.6225193344326524,0.0,0,0.0,0,,0.45695364238410596,0.039735099337748346,0.0,0.4,,,,0.1260144539350539,0.044642857142857144,-145.46998596191406,0.6309780092220733
87,972,0.4972849797244856,0.125,0.3891787496885382,0.6896156974431691,1,0.0,0,,0.8446502057613169,0.0668724279835391,0.0,4.019999999999982,,,0.0,-0.7174028411533018,0.020833333333333336,-100.42500305175781,1.6665037228968869
88,1778,0.9096426892491105,0.125,1.60601544504472,0.0,0,0.0,0,,0.5011248593925759,0.01856017997750281,0.0,9.6,,,0.0,-0.25402158087218674,0.007427213309566251,-390.87750244140625,1.4268328957259084
89,2948,1.508226461139695,0.125,1.1845361970632204,0.29987806607756845,4,0.429670980403017,3,,0.43453188602442333,0.018656716417910446,0.0,15.709999999999992,,,0.0,-0.2061390112579822,0.009834298801023844,-290.4524841308594,0.976948197716424
90,2365,1.2099577953172926,0.125,0.563447891460708,1.2813567571525581,11,1.0,9,,0.41945031712473574,0.017758985200845664,0.0,12.309999999999992,,,0.0,-0.25294710453464664,0.009959986082115518,-91.26000213623047,1.0888615493158669
91,3891,1.9906747490822772,0.125,0.5903194432855497,2.797245368774996,65,1.0,36,,0.45001285016705217,0.022616294011822153,0.0,21.50999999999999,,,0.0,-0.16065994074589238,0.010649858726363834,-126.75,1.0007519894669972
92,81359,41.6240829890992,0.125,0.5733530511609942,3.9009865577928564,39632,1.0,34484,,0.4206664290367384,0.018473678388377438,0.0,440.48999999999984,,,0.0,-0.06001339509183492,0.009153994137046538,132.99000549316406,0.28164912771126305
93,88250,45.14958792251631,0.125,0.5558945768936286,3.7699880931008933,45064,1.0,39323,,0.429042492917847,0.018912181303116147,0.0,480.33,,,0.0,-0.13777646285343895,0.007536095760009083,133.1850128173828,0.2691002301693658
94,107,0.05474227657460901,0.09375,0.7753551567138799,56.907841479006635,1,0.0,0,,0.48598130841121495,0.009345794392523364,0.0,0.2,,,,0.46943418063467485,0.06410256410256411,141.57000732421875,2.276418043495079
